url,novel_titles,review_ratings,num_chapters,author,translator,genres
https://www.wuxiaworld.com/novel/where-immortals-once-walked,Where Immortals Once Walked,4.7; 4.7,254,Wind and Water Between Clouds(风行水云间),Tiptoe,Chinese; Fantasy; Mystery; Cultivation; Xuanhuan; Action; Wuxia; Tragedy; Superpowers; Political Intrigue; Kingdom Building
https://www.wuxiaworld.com/novel/my-core-is-the-boss,My Core is the Boss,4.8; 4.8,154,Free-Roaming Crane(走地鹤),Coca and Corlumbus,Chinese; Cultivation; LitRPG; Wuxia; Dungeon Crawling
https://www.wuxiaworld.com/novel/rebirth-of-the-thief-who-roamed-the-world,Rebirth of the Thief Who Roamed the World,4.2; 4.2,996,Mad Snail (发飙的蜗牛),littleshanks,Chinese; Romance; Fantasy; Modern Setting; Action; Virtual Reality; Crafting
https://www.wuxiaworld.com/novel/archfiend,Archfiend,4; 4,528,Nocturnal Stranger(厄夜怪客),XTB,Chinese; Fantasy; Mystery; Action; Tragedy; Alchemy; Modern Setting; Mature
https://www.wuxiaworld.com/novel/past-life-returner,Past Life Returner,4.1; 4.1,575,나민채,hedgethehog,Korean; Fantasy; Action; Modern Setting; Reincarnator
https://www.wuxiaworld.com/novel/the-charm-of-soul-pets,The Charm of Soul Pets,3.7; 3.7,1829,"Chaos(乱),also known as Fish’s Sky (鱼的天空)",moonfox,Chinese; Cultivation; Action
https://www.wuxiaworld.com/novel/city-of-sin,City of Sin,4; 4,1439,Misty Rain of Jiangnan (烟雨江南),OMA,Chinese; Fantasy; Action; Tragedy; Mature
https://www.wuxiaworld.com/novel/the-nebulas-civilization,The Nebula's Civilization,4.8; 4.8,334,wirae,greenfrog,Korean; Fantasy; Kingdom Building
https://www.wuxiaworld.com/novel/the-legendary-spearman-returns,The Legendary Spearman Returns,,726,joe teacher,Namu,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/how-to-live-as-the-vampire-lord,How to Live as the Vampire Lord,3.2; 3.2,345,Kim Hyungjun (김형준),DantheMan,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/the-constellation-returned-from-hell,The Constellation Returned From Hell,,573,Writing Machine,rainbowturtle,Korean; Fantasy; Action; Modern Setting; Dungeon Crawling
https://www.wuxiaworld.com/novel/immortal-of-the-nine-realms,Immortal of the Nine Realms,,1372,Dao Buyi(道不易),layercupcake,Chinese; Cultivation; Xuanhuan
https://www.wuxiaworld.com/novel/wu-dong-qian-kun,Wu Dong Qian Kun,3.4; 3.4,1317,"Li Hu, also known as Heavenly Silkworm Potato(天蚕土豆)",Yellowlaw,Chinese; Romance; Fantasy; Xuanhuan; Action; Tragedy
https://www.wuxiaworld.com/novel/the-divine-twilights-return,The Divine Twilight's Return,3.5; 3.5,548,Sadoyeon (사도연),Namu,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/second-life-ranker,Second Life Ranker,4; 4,862,Sadoyeon (사도연),inyourgalaxy,Korean; Fantasy; Cheat Systems; Action; Dungeon Crawling
https://www.wuxiaworld.com/novel/imperial-god-emperor,Imperial God Emperor,2.3; 2.3,1373,Warring Blades (乱世狂刀),Aran,Chinese; Cultivation; Action
https://www.wuxiaworld.com/novel/rmjiir,A Record of a Mortal's Journey to Immortality: Immortal Realm,3.9; 3.9,1395,Wang Yu (忘语),Johnchen,Chinese; Fantasy; Cultivation; Xianxia; Action
https://www.wuxiaworld.com/novel/rebirth-of-a-fashionista-this-life-is-so-last-season,Rebirth of a Fashionista: This Life Is Soo Last Season,2.3; 2.3,413,Busy Beans (豆子很忙),xYuna,Chinese; Romance; Modern Setting; Female Protagonist
https://www.wuxiaworld.com/novel/the-godsfall-chronicles,,,,,,
https://www.wuxiaworld.com/novel/dragon-war-god,Dragon War God,,982,Feng Qingyang (风青阳),Doge & Chacha,Chinese; Romance; Fantasy; Cultivation; Cheat Systems; Xianxia; Action
https://www.wuxiaworld.com/novel/a-pawns-passage,A Pawn's Passage,3.8; 3.8,1144,Ask Not About Jianghu(莫问江湖),Clare,Chinese; Fantasy; Cultivation; Xianxia; Xuanhuan; Action; Wuxia; Political Intrigue
https://www.wuxiaworld.com/novel/genius-detective,Genius Detective,4.5; 4.5,983,Xin Bai (辛白),Azza,Chinese; Romance; Mystery; Thriller; Modern Setting
https://www.wuxiaworld.com/novel/a-villains-will-to-survive,A Villain's Will to Survive,4.7; 4.7,383,Ji-gab-song,Vadader,Korean; Fantasy; Cheat Systems; Action; Superpowers; Kingdom Building
https://www.wuxiaworld.com/novel/the-regressor-of-mount-hua,The Regressor of Mount Hua,4.3; 4.3,435,JUN,Cyncoco,Korean; Cultivation; Action; Wuxia
https://www.wuxiaworld.com/novel/overgeared,Overgeared,4.3; 4.3,2059,Park Saenal (박새날),rainbowturtle,Korean; LitRPG; Action; Virtual Reality; Crafting
https://www.wuxiaworld.com/novel/praise-the-orc,Praise the Orc,4; 4,236,Lee Jeongmin,woo,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/emperors-domination,Emperor’s Domination,3.8; 3.8,6975,Yanbi Xiaosheng (厌笔萧生),ImmortalEmperorBao,Chinese; Fantasy; Xuanhuan; Action
https://www.wuxiaworld.com/novel/daddy-is-too-strong,Daddy is too Strong,4.3; 4.3,351,Gaebyeok S (개벽S),woo,Korean
https://www.wuxiaworld.com/novel/the-attack-of-the-wastrel,The Attack of the Wastrel,2.5; 2.5,448,Nong Qin(弄琴),Coca5156,Chinese; Romance; Fantasy; Female Protagonist
https://www.wuxiaworld.com/novel/i-shall-seal-the-heavens,I Shall Seal the Heavens,4.1; 4.1,1620,Er Gen (耳根),Deathblade,Chinese; Romance; Comedy; Alchemy; Xianxia; Action; Tragedy
https://www.wuxiaworld.com/novel/rebirth-of-tang-san,Soul Land 5: The Rebirth of Tang San,3.8; 3.8,1184,Tang Jia San Shao (唐家三少),the poing team,Chinese; Romance; Fantasy; Cultivation; Reincarnator; Xuanhuan; Action
https://www.wuxiaworld.com/novel/everlasting,Everlasting,2.6; 2.6,1412,Leo East(狮子东),podao001,Chinese; Fantasy; Xianxia; Action
https://www.wuxiaworld.com/novel/just-a-daoist-who-occasionally-kicks-ass,Just A Daoist Who Occasionally Kicks Ass,3.8; 3.8,416,September Ought to Return(九月当归),wctan,Chinese; Cheat Systems; Fantasy; Cultivation; Reincarnator; Xianxia; Action; Alchemy
https://www.wuxiaworld.com/novel/show-me-the-money,Show Me The Money,3.8; 3.8,423,Wu Shao Ling(武少陵),Selutu and ALy,Chinese; Comedy; Action; Modern Setting
https://www.wuxiaworld.com/novel/alchemists-path-to-eternity,An Alchemist's Path to Eternity,,662,Lingering Rain(雨去欲续),Jaye,Chinese; Cultivation; Cheat Systems; Xianxia; Action; Alchemy
https://www.wuxiaworld.com/novel/tome-of-troubled-times,Tome of Troubled Times,4; 4,1012,Ji Cha(姬叉),Tiptoe,Chinese; Romance; Comedy; Mystery; Cultivation; Xuanhuan; Action; Wuxia; Harem
https://www.wuxiaworld.com/novel/who-let-him-cultivate,Who Let Him Cultivate?!,4.7; 4.7,772,The Whitest Crow(最白的乌鸦),Rakumon,Chinese; Fantasy; Comedy; Cultivation; Xianxia; Action; Reincarnator
https://www.wuxiaworld.com/novel/the-reticent-blade,The Reticent Blade,3.7; 3.7,344,Lazy,Nocturnaeon,Chinese; Romance; Action; Wuxia; Political Intrigue
https://www.wuxiaworld.com/novel/beastmaster-king,Beastmaster King,,639,Sounding Stream (轻泉流响),LucuisK and Jazzspresso,Chinese; Fantasy; Comedy; Cultivation; Action; Modern Setting; Superpowers; Cooking; Pets; Dungeon Crawling
https://www.wuxiaworld.com/novel/skyfire-avenue,Skyfire Avenue,3.9; 3.9,885,Tang Jia San Shao (唐家三少),Xiao Lai,Chinese; Sci-fi; Fantasy; Cooking; Political Intrigue; Xianxia; Action; Virtual Reality; Superpowers
https://www.wuxiaworld.com/novel/infinite-competitive-dungeon-society,Infinite Competitive Dungeon Society,,351,ToyCar,FudgeNouget,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/i-returned-as-a-high-school-girl,I Returned as a High School Girl,4.2; 4.2,299,Evatrice,erigiii,Korean; Fantasy; Modern Setting; Celebrity
https://www.wuxiaworld.com/novel/still-wait-for-me,"Still, Wait for Me",4.3; 4.3,692,Xiang Tingsheng(项庭生),Mehxistence,Chinese; Romance; Modern Setting
https://www.wuxiaworld.com/novel/im-the-crazy-one-in-the-family,I'm the Crazy One in the Family,4.4; 4.4,279,Dalpil,Clara,Korean
https://www.wuxiaworld.com/novel/not-a-regressor,Not a Regressor,4.1; 4.1,273,ButterflyValley,Deborah,Korean; Fantasy
https://www.wuxiaworld.com/novel/perfect-world,Perfect World,3.5; 3.5,2018,Chen Dong (辰东),Pika,Chinese; Fantasy; Comedy; Xuanhuan; Action; Tragedy
https://www.wuxiaworld.com/novel/game-of-divine-thrones,Game of Divine Thrones,2.1; 2.1,268,Jang Myeongsu (장명수),PlumpCat,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/unintended-immortality,Unintended Immortality,4.9; 4.9,720,Golden Jasmine Flower(金色茉莉花),wctan,Chinese; Slice of Life; Fantasy; Cultivation; Xianxia; Alchemy; Pets
https://www.wuxiaworld.com/novel/barbarian-quest,Barbarian Quest,4.8; 4.8,315,baeksu noble,woo,Korean; Fantasy; Action; Mature
https://www.wuxiaworld.com/novel/the-creature-we-are,The Creatures That We Are,3.7; 3.7,1302,Peng Pai(彭湃),Houseau3,Chinese; Fantasy; Mystery; Action; Modern Setting; Superpowers
https://www.wuxiaworld.com/novel/ultragene-warlord,Ultragene Warlord,,1600,Mo Lai Feng (墨来疯),Qoob,Chinese; Fantasy; Sci-fi; Cultivation; Xuanhuan; Action
https://www.wuxiaworld.com/novel/demoness-art-of-vengeance,Demoness's Art of Vengeance,2; 2,282,Meditation Rock (冥想石),Minotauruz,Chinese; Romance; Action; Female Protagonist
https://www.wuxiaworld.com/novel/yuans-ascension,Yuan's Ascension,3.7; 3.7,1369,Feng Xian(烽仙),Whysee,Chinese; Cultivation; Xuanhuan; Action
https://www.wuxiaworld.com/novel/the-novels-extra,The Novel's Extra,4.3; 4.3,481,Ji-gab-song (지갑송),FudgeNouget & Tokki,Korean; Romance; Fantasy; Action; Modern Setting
https://www.wuxiaworld.com/novel/the-prodigies-war,The Prodigies War,3; 3,2733,Xiao Jinyu (萧瑾瑜),Aran & Yeow & Mo Ly & Sanguine,Chinese; Fantasy; Xuanhuan; Action
https://www.wuxiaworld.com/novel/lord-of-all-realms,Lord of All Realms,2.8; 2.8,1823,Ni Cang Tian(逆苍天),Alcohol Sword Immortal,Chinese; Romance; Fantasy; Xianxia; Xuanhuan; Action; Political Intrigue
https://www.wuxiaworld.com/novel/stop-friendly-fire,"Stop, Friendly Fire!",4.5; 4.5,303,ToyCar (토이카),Boko,Korean; Fantasy; Comedy; Action; Superpowers
https://www.wuxiaworld.com/novel/the-mad-dog-of-the-dukes-estate,The Mad Dog of the Duke's Estate,3.9; 3.9,387,fanmison,Dandiii,Korean
https://www.wuxiaworld.com/novel/rmji,A Record of a Mortal’s Journey to Immortality,4.1; 4.1,2457,Wang Yu (忘语),Johnchen & DoubleDD,Chinese; Fantasy; Cultivation; Xianxia; Action; Crafting
https://www.wuxiaworld.com/novel/sovereign-of-the-ashes,Sovereign of the Ashes,3.9; 3.9,1518,Bean Lover(我爱小豆),Yameropomelo,Chinese; Fantasy; Action; Crafting; Alchemy; Mature; Pets
https://www.wuxiaworld.com/novel/terror-infinity,Terror Infinity,3.7; 3.7,835,Zhttty,Weitranslations,Chinese; Thriller; Action; Modern Setting; Superpowers
https://www.wuxiaworld.com/novel/fortunately-i-met-you,"Fortunately, I Met You",3.5; 3.5,256,Sunny (桑妮),Qoob,Chinese; Romance; Comedy; Modern Setting; Female Protagonist
https://www.wuxiaworld.com/novel/forbidden-zone-of-the-human-race,Forbidden Zone of the Human Race,,500,Cool Morning Rain(晨雨有点凉),Doge & Chacha,Chinese; Fantasy; Action
https://www.wuxiaworld.com/novel/desolate-era,Desolate Era,,1451,I Eat Tomatoes (我吃西红柿),RWX,Chinese; Fantasy; Xuanhuan; Action
https://www.wuxiaworld.com/novel/genius-archers-streaming,Genius Archer's Streaming,4.2; 4.2,1007,mung mung kim,Yenmazing,Korean; Fantasy; Sports; Action; Virtual Reality; Modern Setting; Esports; Celebrity
https://www.wuxiaworld.com/novel/duke-pendragon,Duke Pendragon,3.7; 3.7,432,Kim Hyungjun (김형준),DantheMan,Korean; Romance; Fantasy; Action; Tragedy
https://www.wuxiaworld.com/novel/the-unrivaled-tang-sect,Soul Land 2: The Unrivaled Tang Sect,3.2; 3.2,1737,Tang Jia San Shao (唐家三少),Seanboi,Chinese; Cultivation
https://www.wuxiaworld.com/novel/keyboard-immortal,Keyboard Immortal,3.5; 3.5,2843,Monk of the Six Illusions(六如和尚),Pika and Starve,Chinese
https://www.wuxiaworld.com/novel/physician-not-a-consort,"Physician, Not a Consort",3.1; 3.1,191,Passerby and Scarecrow(过路人与稻草人),houseau3,Chinese; Romance; Fantasy
https://www.wuxiaworld.com/novel/damn-reincarnation,Damn Reincarnation,4.2; 4.2,678,목마,Openbookworm & DantheMan,Korean; Fantasy; Action; Reincarnator
https://www.wuxiaworld.com/novel/star-odyssey,Star Odyssey,4; 4,4124,Along With The Wind (随散飘风),OMA,Chinese; Sci-fi; Fantasy; Comedy; Mystery; Post-apocalyptic; Political Intrigue
https://www.wuxiaworld.com/novel/regressor-instruction-manual,Regressor Instruction Manual,,1418,흙수저 (wooden spoon),Hikari,Korean; Fantasy; Action; Reincarnator
https://www.wuxiaworld.com/novel/after-ten-millennia-in-hell,After Ten Millennia in Hell,3.3; 3.3,786,ButterflyValley,erigiii,Korean; Fantasy; Modern Setting; Superpowers
https://www.wuxiaworld.com/novel/martial-world,Martial World,4.1; 4.1,2276,Cocooned Cow（蚕茧里的牛）,hyorinmaru,Chinese; Romance; Fantasy; Mystery; Xuanhuan; Action; Tragedy; Alchemy; Cooking
https://www.wuxiaworld.com/novel/martial-god-asura,Martial God Asura,2.5; 2.5,6509,Kindhearted Bee(善良的蜜蜂),Starvecleric & Yang Wenli,Chinese; Fantasy; Xuanhuan; Action; Mature
https://www.wuxiaworld.com/novel/child-of-light,Child of Light,,357,Tang Jia San Shao (唐家三少),Hyperdimensional Space Vampire,Chinese; Fantasy; Comedy; Action
https://www.wuxiaworld.com/novel/heavenly-jewel-change,Heavenly Jewel Change,,903,Tang Jia San Shao (唐家三少),Stardu5t,Chinese; Cultivation; Xuanhuan; Action
https://www.wuxiaworld.com/novel/from-today-im-a-player,"From Today, I'm a Player",2.1; 2.1,287,GaVinGe,Cynchoi,Korean; Fantasy; Action; Modern Setting; Dungeon Crawling
https://www.wuxiaworld.com/novel/big-life,Big Life,4.6; 4.6,304,JIHO,J. Andie,Korean; Fantasy; Slice of Life; Modern Setting
https://www.wuxiaworld.com/novel/seoul-stations-necromancer,Seoul Station’s Necromancer,3.4; 3.4,209,Jin Seolwoo (진설우),NaughtyOtter,Korean; Fantasy; Action; Modern Setting; Pets
https://www.wuxiaworld.com/novel/barbarians-adventure-in-a-fantasy-world,Barbarian's Adventure in a Fantasy World,3.5; 3.5,303,Bluesoul,Bubly (bubblicious),Korean; Fantasy; Action; Superpowers
https://www.wuxiaworld.com/novel/fields-of-gold,Fields of Gold,4.1; 4.1,744,Tranquil Fine Rain (姽婳晴雨),Myst.2,Chinese; Romance; Fantasy; Cooking; Female Protagonist
https://www.wuxiaworld.com/novel/heres-an-opportunity,Here's an Opportunity,4.1; 4.1,239,Jeon Junghyun (전정현),Openbookworm & wonsuk,Korean
https://www.wuxiaworld.com/novel/life-rebooted-with-copy-and-paste,Life Rebooted with Copy and Paste,3.8; 3.8,200,Brass (진유(眞鍮)),Yeniverse,Korean; Fantasy; Modern Setting; Superpowers
https://www.wuxiaworld.com/novel/otherworldly-merchant,Otherworldly Merchant,2.9; 2.9,650,Ninth Daoist(道门老九),Nevermore,Chinese; Mystery; Modern Setting
https://www.wuxiaworld.com/novel/the-dukes-son-re,The Duke's Son :Re,,266,Park Saenal (박새날),rainbowturtle,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/dio,D.I.O,2.4; 2.4,327,박건,Plumpcat,Korean; Fantasy; Action; Wuxia; Virtual Reality
https://www.wuxiaworld.com/novel/i-became-the-1st-floor-boss-of-the-tower,I Became the 1st Floor Boss of the Tower,2.8; 2.8,254,Si Reubereu,Yeniverse,Korean; Fantasy; Action; Modern Setting
https://www.wuxiaworld.com/novel/i-gave-up-being-stronger,I Gave Up Being Stronger,3.4; 3.4,480,bichoo,Bubly,Korean; Fantasy; Action; Modern Setting; Superpowers
https://www.wuxiaworld.com/novel/to-hell-with-being-a-hero,To Hell With Being a Hero!,3.7; 3.7,543,Ro Yu Jin (로유진),RedBird,Korean; Fantasy; Action
https://www.wuxiaworld.com/novel/demon-king-of-the-royal-class,Demon King of the Royal Class,3.8; 3.8,703,WriterS,Douzo,Korean; Fantasy; Action; Superpowers
https://www.wuxiaworld.com/novel/ancient-strengthening-technique,Ancient Strengthening Technique,2.5; 2.5,2492,I Am Superfluous(我是多余人),lordbluefire_98448380,Chinese; Romance; Fantasy; Comedy; Xuanhuan; Action; Crafting; Alchemy; Cooking; Mature
